"Status","Name","Duration in ms","Description"
"passed","scripts.test_news.Test_news#test_01_success","262",""
"passed","scripts.test_news.Test_news#test_01_success","341",""
"passed","scripts.test_news.Test_news#test_01_success","268",""
"passed","scripts.test_news.Test_news#test_02_key_error","152",""
